crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/cdli/P359288/lines/P359288_obverse__L03.jpg,P359288_obverse,P359288,,obverse,3,13,3,True,214.0,0,168,926,258,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L04.jpg,P359288_obverse,P359288,,obverse,4,13,4,True,303.0,0,258,926,349,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L05.jpg,P359288_obverse,P359288,,obverse,5,13,5,True,395.0,0,349,926,440,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L06.jpg,P359288_obverse,P359288,,obverse,6,13,6,True,486.0,0,440,926,533,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L07.jpg,P359288_obverse,P359288,,obverse,7,13,7,True,581.0,0,533,926,629,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L08.jpg,P359288_obverse,P359288,,obverse,8,13,8,True,678.0,0,629,926,727,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L09.jpg,P359288_obverse,P359288,,obverse,9,13,9,True,777.0,0,727,926,825,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L10.jpg,P359288_obverse,P359288,,obverse,10,13,10,True,874.0,0,825,926,917,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L11.jpg,P359288_obverse,P359288,,obverse,11,13,11,True,961.0,0,917,926,1004,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L12.jpg,P359288_obverse,P359288,,obverse,12,13,12,True,1048.0,0,1004,926,1096,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L13.jpg,P359288_obverse,P359288,,obverse,13,13,13,True,1144.0,0,1096,926,1181,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L01.jpg,P359288_reverse,P359288,,reverse,1,12,1,True,24.0,0,0,933,76,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L02.jpg,P359288_reverse,P359288,,reverse,2,12,2,True,128.0,0,76,933,178,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L03.jpg,P359288_reverse,P359288,,reverse,3,12,3,True,228.0,0,178,933,278,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L04.jpg,P359288_reverse,P359288,,reverse,4,12,4,True,329.0,0,278,933,379,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L05.jpg,P359288_reverse,P359288,,reverse,5,12,5,True,430.0,0,379,933,480,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L06.jpg,P359288_reverse,P359288,,reverse,6,12,6,True,531.0,0,480,933,585,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L07.jpg,P359288_reverse,P359288,,reverse,7,12,7,True,640.0,0,585,933,691,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L08.jpg,P359288_reverse,P359288,,reverse,8,12,8,True,742.0,0,691,933,793,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L09.jpg,P359288_reverse,P359288,,reverse,9,12,9,True,844.0,0,793,933,896,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L10.jpg,P359288_reverse,P359288,,reverse,10,12,10,True,948.0,0,896,933,1000,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L11.jpg,P359288_reverse,P359288,,reverse,11,12,11,True,1052.0,0,1000,933,1103,102.0,-5.0,933,1181,,,
samples/cdli/P359288/lines/P359288_reverse__L12.jpg,P359288_reverse,P359288,,reverse,12,12,12,True,1155.0,0,1103,933,1181,102.0,-5.0,933,1181,,,
samples/cdli/P359389/lines/P359389_left__L01.jpg,P359389_left,P359389,,left,1,2,1,True,179.0,0,98,996,259,161.0,-2.5,996,467,,,
samples/cdli/P359389/lines/P359389_left__L02.jpg,P359389_left,P359389,,left,2,2,2,True,340.0,0,259,996,420,161.0,-2.5,996,467,,,
samples/cdli/P359389/lines/P359389_obverse__L01.jpg,P359389_obverse,P359389,,obverse,1,6,1',True,12.0,1,0,381,29,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_obverse__L02.jpg,P359389_obverse,P359389,,obverse,2,6,2',True,47.0,1,29,381,65,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_obverse__L03.jpg,P359389_obverse,P359389,,obverse,3,6,3',True,83.0,1,65,381,101,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_obverse__L04.jpg,P359389_obverse,P359389,,obverse,4,6,4',True,120.0,1,101,381,138,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_obverse__L05.jpg,P359389_obverse,P359389,,obverse,5,6,5',True,157.0,1,138,381,175,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_obverse__L06.jpg,P359389_obverse,P359389,,obverse,6,6,6',True,193.0,1,175,381,211,36.0,13.5,383,237,,,
samples/cdli/P359389/lines/P359389_reverse__L01.jpg,P359389_reverse,P359389,,reverse,1,5,1',True,160.0,8,121,938,198,77.0,-3.5,948,483,,,
samples/cdli/P359389/lines/P359389_reverse__L02.jpg,P359389_reverse,P359389,,reverse,2,5,2',True,237.0,8,198,938,275,77.0,-3.5,948,483,,,
samples/cdli/P359389/lines/P359389_reverse__L03.jpg,P359389_reverse,P359389,,reverse,3,5,3',True,314.0,8,275,938,352,77.0,-3.5,948,483,,,
samples/cdli/P359389/lines/P359389_reverse__L04.jpg,P359389_reverse,P359389,,reverse,4,5,4',True,391.0,8,352,938,429,77.0,-3.5,948,483,,,
samples/cdli/P359389/lines/P359389_reverse__L05.jpg,P359389_reverse,P359389,,reverse,5,5,5',True,468.0,8,429,938,483,77.0,-3.5,948,483,,,
samples/cdli/P361137/lines/P361137_left__L01.jpg,P361137_left,P361137,,left,1,3,1,True,54.0,8,10,1041,97,87.5,0.0,1051,366,,,
samples/cdli/P361137/lines/P361137_left__L02.jpg,P361137_left,P361137,,left,2,3,2,True,141.0,8,97,1041,185,87.5,0.0,1051,366,,,
samples/cdli/P361137/lines/P361137_left__L03.jpg,P361137_left,P361137,,left,3,3,3,True,229.0,8,185,1041,272,87.5,0.0,1051,366,,,
samples/cdli/P361137/lines/P361137_obverse__L01.jpg,P361137_obverse,P361137,,obverse,1,10,1,True,76.0,0,20,1052,131,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L02.jpg,P361137_obverse,P361137,,obverse,2,10,2,True,187.0,0,131,1052,244,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L03.jpg,P361137_obverse,P361137,,obverse,3,10,3,True,302.0,0,244,1052,360,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L04.jpg,P361137_obverse,P361137,,obverse,4,10,4,True,419.0,0,360,1052,477,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L05.jpg,P361137_obverse,P361137,,obverse,5,10,5,True,535.0,0,477,1052,585,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L06.jpg,P361137_obverse,P361137,,obverse,6,10,6,True,636.0,0,585,1052,686,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L07.jpg,P361137_obverse,P361137,,obverse,7,10,7,True,737.0,0,686,1052,786,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L08.jpg,P361137_obverse,P361137,,obverse,8,10,8,True,836.0,0,786,1052,890,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L09.jpg,P361137_obverse,P361137,,obverse,9,10,9,True,945.0,0,890,1052,1006,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_obverse__L10.jpg,P361137_obverse,P361137,,obverse,10,10,10,True,1068.0,0,1006,1052,1118,111.0,-2.0,1052,1118,,,
samples/cdli/P361137/lines/P361137_reverse__L01.jpg,P361137_reverse,P361137,,reverse,1,12,1,True,36.0,2,0,1055,86,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L02.jpg,P361137_reverse,P361137,,reverse,2,12,2,True,136.0,2,86,1055,184,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L03.jpg,P361137_reverse,P361137,,reverse,3,12,3,True,233.0,2,184,1055,282,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L04.jpg,P361137_reverse,P361137,,reverse,4,12,4,True,332.0,2,282,1055,382,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L05.jpg,P361137_reverse,P361137,,reverse,5,12,5,True,432.0,2,382,1055,481,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L06.jpg,P361137_reverse,P361137,,reverse,6,12,6,True,531.0,2,481,1055,584,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L07.jpg,P361137_reverse,P361137,,reverse,7,12,7,True,638.0,2,584,1055,688,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L08.jpg,P361137_reverse,P361137,,reverse,8,12,8,True,739.0,2,688,1055,786,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L09.jpg,P361137_reverse,P361137,,reverse,9,12,9,True,833.0,2,786,1055,879,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L10.jpg,P361137_reverse,P361137,,reverse,10,12,10,True,926.0,2,879,1055,973,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L11.jpg,P361137_reverse,P361137,,reverse,11,12,11,True,1020.0,2,973,1055,1065,99.0,-5.5,1059,1135,,,
samples/cdli/P361137/lines/P361137_reverse__L12.jpg,P361137_reverse,P361137,,reverse,12,12,12,True,1111.0,2,1065,1055,1135,99.0,-5.5,1059,1135,,,
samples/cdli/P390553/lines/P390553_obverse__L01.jpg,P390553_obverse,P390553,,obverse,1,9,1,True,33.0,0,6,526,60,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L02.jpg,P390553_obverse,P390553,,obverse,2,9,2,True,87.0,0,60,526,113,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L03.jpg,P390553_obverse,P390553,,obverse,3,9,3,True,139.0,0,113,526,166,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L04.jpg,P390553_obverse,P390553,,obverse,4,9,4,True,193.0,0,166,526,219,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L05.jpg,P390553_obverse,P390553,,obverse,5,9,5,True,245.0,0,219,526,272,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L06.jpg,P390553_obverse,P390553,,obverse,6,9,6,True,300.0,0,272,526,327,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L07.jpg,P390553_obverse,P390553,,obverse,7,9,7,True,354.0,0,327,526,382,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L08.jpg,P390553_obverse,P390553,,obverse,8,9,8,True,410.0,0,382,526,437,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_obverse__L09.jpg,P390553_obverse,P390553,,obverse,9,9,9,True,464.0,0,437,526,482,54.0,4.5,526,482,,,
samples/cdli/P390553/lines/P390553_reverse__L01.jpg,P390553_reverse,P390553,,reverse,1,3,1,True,9.0,0,0,533,81,144.5,-5.0,533,480,,,
samples/cdli/P390553/lines/P390553_reverse__L02.jpg,P390553_reverse,P390553,,reverse,2,3,2,True,154.0,0,81,533,226,144.5,-5.0,533,480,,,
samples/cdli/P390553/lines/P390553_reverse__L03.jpg,P390553_reverse,P390553,,reverse,3,3,3,True,298.0,0,226,533,370,144.5,-5.0,533,480,,,
samples/cdli/P393106/lines/P393106_left__L01.jpg,P393106_left,P393106,,left,1,2,1,True,14.0,0,0,505,74,121.0,4.0,505,205,,,
samples/cdli/P393106/lines/P393106_left__L02.jpg,P393106_left,P393106,,left,2,2,2,True,135.0,0,74,505,195,121.0,4.0,505,205,,,
samples/cdli/P393106/lines/P393106_obverse__L01.jpg,P393106_obverse,P393106,,obverse,1,9,1,True,17.0,0,0,641,47,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L02.jpg,P393106_obverse,P393106,,obverse,2,9,2,True,77.0,0,47,641,107,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L03.jpg,P393106_obverse,P393106,,obverse,3,9,3,True,138.0,0,107,641,168,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L04.jpg,P393106_obverse,P393106,,obverse,4,9,4,True,199.0,0,168,641,232,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L05.jpg,P393106_obverse,P393106,,obverse,5,9,5,True,265.0,0,232,641,297,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L06.jpg,P393106_obverse,P393106,,obverse,6,9,6,True,330.0,0,297,641,363,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L07.jpg,P393106_obverse,P393106,,obverse,7,9,7,True,396.0,0,363,641,429,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L08.jpg,P393106_obverse,P393106,,obverse,8,9,8,True,463.0,0,429,641,494,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_obverse__L09.jpg,P393106_obverse,P393106,,obverse,9,9,9,True,525.0,0,494,641,545,63.5,-5.5,643,545,,,
samples/cdli/P393106/lines/P393106_reverse__L01.jpg,P393106_reverse,P393106,,reverse,1,10,1,True,10.0,5,0,639,34,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L02.jpg,P393106_reverse,P393106,,reverse,2,10,2,True,59.0,5,34,639,84,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L03.jpg,P393106_reverse,P393106,,reverse,3,10,3,True,109.0,5,84,639,134,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L04.jpg,P393106_reverse,P393106,,reverse,4,10,4,True,160.0,5,134,639,187,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L05.jpg,P393106_reverse,P393106,,reverse,5,10,5,True,214.0,5,187,639,242,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L06.jpg,P393106_reverse,P393106,,reverse,6,10,6,True,270.0,5,242,639,298,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L07.jpg,P393106_reverse,P393106,,reverse,7,10,7,True,327.0,5,298,639,355,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L08.jpg,P393106_reverse,P393106,,reverse,8,10,8,True,384.0,5,355,639,410,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L09.jpg,P393106_reverse,P393106,,reverse,9,10,9,True,437.0,5,410,639,463,53.0,-3.5,646,545,,,
samples/cdli/P393106/lines/P393106_reverse__L10.jpg,P393106_reverse,P393106,,reverse,10,10,10,True,490.0,5,463,639,516,53.0,-3.5,646,545,,,
samples/cdli/P405519/lines/P405519_left__L01.jpg,P405519_left,P405519,,left,1,1,1,True,122.0,0,59,174,126,125.6,-10.0,174,126,,,
samples/cdli/P405519/lines/P405519_obverse__L01.jpg,P405519_obverse,P405519,,obverse,1,4,1,True,31.0,0,6,352,56,50.0,-4.5,352,192,,,
samples/cdli/P405519/lines/P405519_obverse__L02.jpg,P405519_obverse,P405519,,obverse,2,4,2,True,82.0,0,56,352,107,50.0,-4.5,352,192,,,
samples/cdli/P405519/lines/P405519_obverse__L03.jpg,P405519_obverse,P405519,,obverse,3,4,3,True,132.0,0,107,352,157,50.0,-4.5,352,192,,,
samples/cdli/P405519/lines/P405519_obverse__L04.jpg,P405519_obverse,P405519,,obverse,4,4,4,True,182.0,0,157,352,192,50.0,-4.5,352,192,,,
samples/cdli/P405519/lines/P405519_reverse__L01.jpg,P405519_reverse,P405519,,reverse,1,5,1,True,12.0,0,0,329,30,36.0,-6.0,329,194,,,
samples/cdli/P405519/lines/P405519_reverse__L02.jpg,P405519_reverse,P405519,,reverse,2,5,2,True,48.0,0,30,329,65,36.0,-6.0,329,194,,,
samples/cdli/P405519/lines/P405519_reverse__L03.jpg,P405519_reverse,P405519,,reverse,3,5,3,True,83.0,0,65,329,101,36.0,-6.0,329,194,,,
samples/cdli/P405519/lines/P405519_reverse__L04.jpg,P405519_reverse,P405519,,reverse,4,5,4,True,119.0,0,101,329,137,36.0,-6.0,329,194,,,
samples/cdli/P405519/lines/P405519_reverse__L05.jpg,P405519_reverse,P405519,,reverse,5,5,5,True,155.0,0,137,329,173,36.0,-6.0,329,194,,,
