crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/ebl/K.6201/lines/K.6201__obverse__L15.jpg,K.6201__obverse,K.6201,NA,obverse,15,18,15,True,1109.1,931,1075,1502,1140,63.4,-0.8,1724,1322,923,269,5
samples/ebl/K.6201/lines/K.6201__obverse__L16.jpg,K.6201__obverse,K.6201,NA,obverse,16,18,16,True,1172.5,170,1140,1673,1204,63.4,-0.8,1724,1322,923,269,0
samples/ebl/K.6201/lines/K.6201__obverse__L17.jpg,K.6201__obverse,K.6201,NA,obverse,17,18,17,True,1236.0,170,1204,1673,1267,63.4,-0.8,1724,1322,923,269,0
samples/ebl/K.6201/lines/K.6201__obverse__L18.jpg,K.6201__obverse,K.6201,NA,obverse,18,18,18,True,1299.4,170,1267,1673,1322,63.4,-0.8,1724,1322,923,269,0
samples/ebl/K.6201/lines/K.6201__reverse__L01.jpg,K.6201__reverse,K.6201,NA,reverse,1,4,2',True,639.3,1035,581,1416,713,147.8,-3.76,1806,1392,870,2316,4
samples/ebl/K.6201/lines/K.6201__reverse__L02.jpg,K.6201__reverse,K.6201,NA,reverse,2,4,3',True,799.4,970,713,1735,867,147.8,-3.76,1806,1392,870,2316,5
samples/ebl/K.6201/lines/K.6201__reverse__L03.jpg,K.6201__reverse,K.6201,NA,reverse,3,4,4',True,947.2,974,867,1755,1018,147.8,-3.76,1806,1392,870,2316,6
samples/ebl/K.6201/lines/K.6201__reverse__L04.jpg,K.6201__reverse,K.6201,NA,reverse,4,4,5',True,1089.3,1080,1018,1724,1158,147.8,-3.76,1806,1392,870,2316,3
samples/ebl/K.7114/lines/K.7114__obverse__L01.jpg,K.7114__obverse,K.7114,NA,obverse,1,3,1,True,181.8,1783,138,1954,223,84.8,0.0,1954,2038,1063,541,1
samples/ebl/K.7114/lines/K.7114__obverse__L02.jpg,K.7114__obverse,K.7114,NA,obverse,2,3,2,True,275.0,1702,223,1937,313,84.8,0.0,1954,2038,1063,541,2
samples/ebl/K.7114/lines/K.7114__obverse__L03.jpg,K.7114__obverse,K.7114,NA,obverse,3,3,3,True,351.5,1668,313,1934,401,84.8,0.0,1954,2038,1063,541,3
samples/ebl/K.7114/lines/K.7114__reverse__L01.jpg,K.7114__reverse,K.7114,NA,reverse,1,14,1',True,217.0,150,153,644,288,156.4,-2.26,2034,2256,1026,3246,2
samples/ebl/K.7114/lines/K.7114__reverse__L02.jpg,K.7114__reverse,K.7114,NA,reverse,2,14,2',True,363.2,428,288,1391,406,156.4,-2.26,2034,2256,1026,3246,4
samples/ebl/K.7114/lines/K.7114__reverse__L03.jpg,K.7114__reverse,K.7114,NA,reverse,3,14,3',True,449.0,377,406,1712,500,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L04.jpg,K.7114__reverse,K.7114,NA,reverse,4,14,4',True,551.7,411,500,2028,595,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L05.jpg,K.7114__reverse,K.7114,NA,reverse,5,14,5',True,638.7,163,595,1866,679,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L06.jpg,K.7114__reverse,K.7114,NA,reverse,6,14,6',True,719.5,291,679,2026,764,156.4,-2.26,2034,2256,1026,3246,12
samples/ebl/K.7114/lines/K.7114__reverse__L07.jpg,K.7114__reverse,K.7114,NA,reverse,7,14,7',True,808.7,215,764,2013,886,156.4,-2.26,2034,2256,1026,3246,6
samples/ebl/K.7114/lines/K.7114__reverse__L08.jpg,K.7114__reverse,K.7114,NA,reverse,8,14,8',True,971.4,380,886,1987,1056,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L09.jpg,K.7114__reverse,K.7114,NA,reverse,9,14,9',True,1129.6,251,1056,2016,1210,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L10.jpg,K.7114__reverse,K.7114,NA,reverse,10,14,10',True,1292.2,177,1210,1988,1364,156.4,-2.26,2034,2256,1026,3246,7
samples/ebl/K.7114/lines/K.7114__reverse__L11.jpg,K.7114__reverse,K.7114,NA,reverse,11,14,11',True,1448.6,193,1364,1988,1532,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L12.jpg,K.7114__reverse,K.7114,NA,reverse,12,14,12',True,1612.0,302,1532,1958,1705,156.4,-2.26,2034,2256,1026,3246,9
samples/ebl/K.7114/lines/K.7114__reverse__L13.jpg,K.7114__reverse,K.7114,NA,reverse,13,14,13',True,1782.9,939,1705,1638,1870,156.4,-2.26,2034,2256,1026,3246,5
samples/ebl/K.7114/lines/K.7114__reverse__L14.jpg,K.7114__reverse,K.7114,NA,reverse,14,14,14',True,1960.1,1186,1870,1448,2039,156.4,-2.26,2034,2256,1026,3246,1
samples/ebl/K.7853/lines/K.7853__obverse__L01.jpg,K.7853__obverse,K.7853,NA,obverse,1,11,1,True,134.2,1042,89,1316,161,53.3,-3.57,1316,2450,1013,425,3
samples/ebl/K.7853/lines/K.7853__obverse__L02.jpg,K.7853__obverse,K.7853,NA,obverse,2,11,2,True,189.5,976,161,1316,215,53.3,-3.57,1316,2450,1013,425,4
samples/ebl/K.7853/lines/K.7853__obverse__L03.jpg,K.7853__obverse,K.7853,NA,obverse,3,11,3,True,242.0,974,215,1316,266,53.3,-3.57,1316,2450,1013,425,3
samples/ebl/K.7853/lines/K.7853__obverse__L04.jpg,K.7853__obverse,K.7853,NA,obverse,4,11,4,True,291.8,1077,266,1316,321,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__obverse__L05.jpg,K.7853__obverse,K.7853,NA,obverse,5,11,5,True,351.9,992,321,1316,376,53.3,-3.57,1316,2450,1013,425,3
samples/ebl/K.7853/lines/K.7853__obverse__L06.jpg,K.7853__obverse,K.7853,NA,obverse,6,11,6,True,401.4,1070,376,1316,423,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__obverse__L07.jpg,K.7853__obverse,K.7853,NA,obverse,7,11,7,True,445.5,1047,423,1316,472,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__obverse__L08.jpg,K.7853__obverse,K.7853,NA,obverse,8,11,8,True,498.7,1049,472,1316,527,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__obverse__L09.jpg,K.7853__obverse,K.7853,NA,obverse,9,11,9,True,555.3,957,527,1316,585,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__obverse__L10.jpg,K.7853__obverse,K.7853,NA,obverse,10,11,10,True,615.0,1206,585,1316,641,53.3,-3.57,1316,2450,1013,425,1
samples/ebl/K.7853/lines/K.7853__obverse__L11.jpg,K.7853__obverse,K.7853,NA,obverse,11,11,11,True,668.5,1135,641,1306,706,53.3,-3.57,1316,2450,1013,425,2
samples/ebl/K.7853/lines/K.7853__reverse__L01.jpg,K.7853__reverse,K.7853,NA,reverse,1,31,1',True,166.8,354,131,497,195,68.3,-2.61,1320,2622,1053,3615,1
samples/ebl/K.7853/lines/K.7853__reverse__L02.jpg,K.7853__reverse,K.7853,NA,reverse,2,31,2',True,223.7,44,195,1246,252,68.3,-2.61,1320,2622,1053,3615,0
samples/ebl/K.7853/lines/K.7853__reverse__L03.jpg,K.7853__reverse,K.7853,NA,reverse,3,31,3',True,280.7,310,252,613,311,68.3,-2.61,1320,2622,1053,3615,3
samples/ebl/K.7853/lines/K.7853__reverse__L04.jpg,K.7853__reverse,K.7853,NA,reverse,4,31,4',True,342.7,488,311,631,374,68.3,-2.61,1320,2622,1053,3615,1
samples/ebl/K.7853/lines/K.7853__reverse__L05.jpg,K.7853__reverse,K.7853,NA,reverse,5,31,5',True,406.5,324,374,651,444,68.3,-2.61,1320,2622,1053,3615,3
samples/ebl/K.7853/lines/K.7853__reverse__L06.jpg,K.7853__reverse,K.7853,NA,reverse,6,31,6',True,481.7,98,444,512,513,68.3,-2.61,1320,2622,1053,3615,5
samples/ebl/K.7853/lines/K.7853__reverse__L07.jpg,K.7853__reverse,K.7853,NA,reverse,7,31,7',True,544.6,182,513,326,572,68.3,-2.61,1320,2622,1053,3615,1
samples/ebl/K.7853/lines/K.7853__reverse__L08.jpg,K.7853__reverse,K.7853,NA,reverse,8,31,8',True,600.3,173,572,460,630,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L09.jpg,K.7853__reverse,K.7853,NA,reverse,9,31,9',True,660.6,44,630,318,691,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L10.jpg,K.7853__reverse,K.7853,NA,reverse,10,31,10',True,722.9,77,691,796,764,68.3,-2.61,1320,2622,1053,3615,6
samples/ebl/K.7853/lines/K.7853__reverse__L11.jpg,K.7853__reverse,K.7853,NA,reverse,11,31,11',True,806.1,67,764,711,837,68.3,-2.61,1320,2622,1053,3615,5
samples/ebl/K.7853/lines/K.7853__reverse__L12.jpg,K.7853__reverse,K.7853,NA,reverse,12,31,12',True,868.0,148,837,983,895,68.3,-2.61,1320,2622,1053,3615,6
samples/ebl/K.7853/lines/K.7853__reverse__L13.jpg,K.7853__reverse,K.7853,NA,reverse,13,31,13',True,923.2,143,895,973,951,68.3,-2.61,1320,2622,1053,3615,3
samples/ebl/K.7853/lines/K.7853__reverse__L14.jpg,K.7853__reverse,K.7853,NA,reverse,14,31,14',True,980.1,141,951,1116,1025,68.3,-2.61,1320,2622,1053,3615,4
samples/ebl/K.7853/lines/K.7853__reverse__L15.jpg,K.7853__reverse,K.7853,NA,reverse,15,31,15',True,1067.3,44,1025,1105,1109,68.3,-2.61,1320,2622,1053,3615,8
samples/ebl/K.7853/lines/K.7853__reverse__L16.jpg,K.7853__reverse,K.7853,NA,reverse,16,31,16',True,1151.0,299,1109,968,1183,68.3,-2.61,1320,2622,1053,3615,6
samples/ebl/K.7853/lines/K.7853__reverse__L17.jpg,K.7853__reverse,K.7853,NA,reverse,17,31,17',True,1216.9,260,1183,1037,1249,68.3,-2.61,1320,2622,1053,3615,8
samples/ebl/K.7853/lines/K.7853__reverse__L18.jpg,K.7853__reverse,K.7853,NA,reverse,18,31,18',True,1282.6,608,1249,890,1313,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L19.jpg,K.7853__reverse,K.7853,NA,reverse,19,31,19',True,1344.3,300,1313,443,1375,68.3,-2.61,1320,2622,1053,3615,1
samples/ebl/K.7853/lines/K.7853__reverse__L20.jpg,K.7853__reverse,K.7853,NA,reverse,20,31,20',True,1407.5,327,1375,972,1450,68.3,-2.61,1320,2622,1053,3615,5
samples/ebl/K.7853/lines/K.7853__reverse__L21.jpg,K.7853__reverse,K.7853,NA,reverse,21,31,21',True,1496.8,480,1450,981,1547,68.3,-2.61,1320,2622,1053,3615,4
samples/ebl/K.7853/lines/K.7853__reverse__L22.jpg,K.7853__reverse,K.7853,NA,reverse,22,31,22',True,1599.5,866,1547,1152,1644,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L23.jpg,K.7853__reverse,K.7853,NA,reverse,23,31,23',True,1689.5,731,1644,1137,1739,68.3,-2.61,1320,2622,1053,3615,4
samples/ebl/K.7853/lines/K.7853__reverse__L24.jpg,K.7853__reverse,K.7853,NA,reverse,24,31,24',True,1790.2,821,1739,1176,1835,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L25.jpg,K.7853__reverse,K.7853,NA,reverse,25,31,25',True,1880.2,782,1835,1170,1915,68.3,-2.61,1320,2622,1053,3615,2
samples/ebl/K.7853/lines/K.7853__reverse__L26.jpg,K.7853__reverse,K.7853,NA,reverse,26,31,26',True,1951.0,44,1915,1246,1986,68.3,-2.61,1320,2622,1053,3615,0
samples/ebl/K.7853/lines/K.7853__reverse__L27.jpg,K.7853__reverse,K.7853,NA,reverse,27,31,27',True,2021.7,44,1986,1246,2057,68.3,-2.61,1320,2622,1053,3615,0
samples/ebl/K.7853/lines/K.7853__reverse__L28.jpg,K.7853__reverse,K.7853,NA,reverse,28,31,28',True,2092.5,442,2057,1239,2141,68.3,-2.61,1320,2622,1053,3615,4
samples/ebl/K.7853/lines/K.7853__reverse__L29.jpg,K.7853__reverse,K.7853,NA,reverse,29,31,29',True,2202.1,691,2141,1226,2253,68.3,-2.61,1320,2622,1053,3615,3
samples/ebl/K.7853/lines/K.7853__reverse__L30.jpg,K.7853__reverse,K.7853,NA,reverse,30,31,30',True,2304.8,663,2253,1246,2356,68.3,-2.61,1320,2622,1053,3615,4
samples/ebl/K.7853/lines/K.7853__reverse__L31.jpg,K.7853__reverse,K.7853,NA,reverse,31,31,31',True,2415.6,773,2356,1231,2472,68.3,-2.61,1320,2622,1053,3615,3
samples/ebl/K.9654/lines/K.9654__obverse__L01.jpg,K.9654__obverse,K.9654,NA,obverse,1,11,1',True,121.7,825,75,962,157,77.6,-3.96,962,1064,740,152,2
samples/ebl/K.9654/lines/K.9654__obverse__L02.jpg,K.9654__obverse,K.9654,NA,obverse,2,11,2',True,192.8,670,157,955,229,77.6,-3.96,962,1064,740,152,2
samples/ebl/K.9654/lines/K.9654__obverse__L03.jpg,K.9654__obverse,K.9654,NA,obverse,3,11,3',True,265.3,696,229,855,305,77.6,-3.96,962,1064,740,152,1
samples/ebl/K.9654/lines/K.9654__obverse__L04.jpg,K.9654__obverse,K.9654,NA,obverse,4,11,4',True,344.8,468,305,919,391,77.6,-3.96,962,1064,740,152,3
samples/ebl/K.9654/lines/K.9654__obverse__L05.jpg,K.9654__obverse,K.9654,NA,obverse,5,11,5',True,437.9,287,391,922,479,77.6,-3.96,962,1064,740,152,6
samples/ebl/K.9654/lines/K.9654__obverse__L06.jpg,K.9654__obverse,K.9654,NA,obverse,6,11,6',True,521.2,267,479,939,557,77.6,-3.96,962,1064,740,152,4
samples/ebl/K.9654/lines/K.9654__obverse__L07.jpg,K.9654__obverse,K.9654,NA,obverse,7,11,7',True,593.5,349,557,933,631,77.6,-3.96,962,1064,740,152,4
samples/ebl/K.9654/lines/K.9654__obverse__L08.jpg,K.9654__obverse,K.9654,NA,obverse,8,11,8',True,668.6,380,631,917,706,77.6,-3.96,962,1064,740,152,3
samples/ebl/K.9654/lines/K.9654__obverse__L09.jpg,K.9654__obverse,K.9654,NA,obverse,9,11,9',True,744.4,253,706,912,787,77.6,-3.96,962,1064,740,152,5
samples/ebl/K.9654/lines/K.9654__obverse__L10.jpg,K.9654__obverse,K.9654,NA,obverse,10,11,10',True,830.5,314,787,899,870,77.6,-3.96,962,1064,740,152,4
samples/ebl/K.9654/lines/K.9654__obverse__L11.jpg,K.9654__obverse,K.9654,NA,obverse,11,11,11',True,910.3,253,870,878,981,77.6,-3.96,962,1064,740,152,3
samples/ebl/K.9654/lines/K.9654__reverse__L01.jpg,K.9654__reverse,K.9654,NA,reverse,1,14,1,True,176.3,499,118,928,211,74.5,-3.34,976,1186,751,1783,2
samples/ebl/K.9654/lines/K.9654__reverse__L02.jpg,K.9654__reverse,K.9654,NA,reverse,2,14,2,True,247.5,216,211,934,281,74.5,-3.34,976,1186,751,1783,4
samples/ebl/K.9654/lines/K.9654__reverse__L03.jpg,K.9654__reverse,K.9654,NA,reverse,3,14,3,True,315.6,162,281,944,350,74.5,-3.34,976,1186,751,1783,4
samples/ebl/K.9654/lines/K.9654__reverse__L04.jpg,K.9654__reverse,K.9654,NA,reverse,4,14,4,True,384.8,161,350,918,422,74.5,-3.34,976,1186,751,1783,5
samples/ebl/K.9654/lines/K.9654__reverse__L05.jpg,K.9654__reverse,K.9654,NA,reverse,5,14,5,True,460.8,73,422,910,499,74.5,-3.34,976,1186,751,1783,5
samples/ebl/K.9654/lines/K.9654__reverse__L06.jpg,K.9654__reverse,K.9654,NA,reverse,6,14,6,True,537.5,98,499,890,571,74.5,-3.34,976,1186,751,1783,5
samples/ebl/K.9654/lines/K.9654__reverse__L07.jpg,K.9654__reverse,K.9654,NA,reverse,7,14,7,True,605.7,29,571,905,639,74.5,-3.34,976,1186,751,1783,5
samples/ebl/K.9654/lines/K.9654__reverse__L08.jpg,K.9654__reverse,K.9654,NA,reverse,8,14,8,True,672.8,124,639,883,709,74.5,-3.34,976,1186,751,1783,3
samples/ebl/K.9654/lines/K.9654__reverse__L09.jpg,K.9654__reverse,K.9654,NA,reverse,9,14,9,True,745.8,242,709,871,784,74.5,-3.34,976,1186,751,1783,3
samples/ebl/K.9654/lines/K.9654__reverse__L10.jpg,K.9654__reverse,K.9654,NA,reverse,10,14,10,True,822.2,303,784,883,860,74.5,-3.34,976,1186,751,1783,4
samples/ebl/K.9654/lines/K.9654__reverse__L11.jpg,K.9654__reverse,K.9654,NA,reverse,11,14,11,True,898.5,382,860,877,938,74.5,-3.34,976,1186,751,1783,3
samples/ebl/K.9654/lines/K.9654__reverse__L12.jpg,K.9654__reverse,K.9654,NA,reverse,12,14,12,True,978.7,510,938,881,1019,74.5,-3.34,976,1186,751,1783,3
samples/ebl/K.9654/lines/K.9654__reverse__L13.jpg,K.9654__reverse,K.9654,NA,reverse,13,14,13,True,1059.3,639,1019,889,1099,74.5,-3.34,976,1186,751,1783,2
samples/ebl/K.9654/lines/K.9654__reverse__L14.jpg,K.9654__reverse,K.9654,NA,reverse,14,14,14,True,1133.8,702,1099,852,1171,74.5,-3.34,976,1186,751,1783,1
samples/ebl/K.9905/lines/K.9905__obverse__L01.jpg,K.9905__obverse,K.9905,NA,obverse,1,26,1',True,194.7,903,165,1035,222,57.0,-2.02,1046,1634,794,164,1
samples/ebl/K.9905/lines/K.9905__obverse__L02.jpg,K.9905__obverse,K.9905,NA,obverse,2,26,2',True,251.2,839,222,1031,278,57.0,-2.02,1046,1634,794,164,2
samples/ebl/K.9905/lines/K.9905__obverse__L03.jpg,K.9905__obverse,K.9905,NA,obverse,3,26,3',True,305.7,797,278,1021,329,57.0,-2.02,1046,1634,794,164,2
samples/ebl/K.9905/lines/K.9905__obverse__L04.jpg,K.9905__obverse,K.9905,NA,obverse,4,26,4',True,352.5,726,329,930,382,57.0,-2.02,1046,1634,794,164,2
samples/ebl/K.9905/lines/K.9905__obverse__L05.jpg,K.9905__obverse,K.9905,NA,obverse,5,26,5',True,411.8,211,382,1010,439,57.0,-2.02,1046,1634,794,164,8
samples/ebl/K.9905/lines/K.9905__obverse__L06.jpg,K.9905__obverse,K.9905,NA,obverse,6,26,6',True,467.1,103,439,986,494,57.0,-2.02,1046,1634,794,164,6
samples/ebl/K.9905/lines/K.9905__obverse__L07.jpg,K.9905__obverse,K.9905,NA,obverse,7,26,7',True,522.1,402,494,836,550,57.0,-2.02,1046,1634,794,164,2
samples/ebl/K.9905/lines/K.9905__obverse__L08.jpg,K.9905__obverse,K.9905,NA,obverse,8,26,8',True,578.6,400,550,968,603,57.0,-2.02,1046,1634,794,164,3
samples/ebl/K.9905/lines/K.9905__obverse__L09.jpg,K.9905__obverse,K.9905,NA,obverse,9,26,9',True,629.0,102,603,959,657,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L10.jpg,K.9905__obverse,K.9905,NA,obverse,10,26,10',True,685.9,95,657,954,713,57.0,-2.02,1046,1634,794,164,6
samples/ebl/K.9905/lines/K.9905__obverse__L11.jpg,K.9905__obverse,K.9905,NA,obverse,11,26,11',True,741.6,39,713,947,770,57.0,-2.02,1046,1634,794,164,5
samples/ebl/K.9905/lines/K.9905__obverse__L12.jpg,K.9905__obverse,K.9905,NA,obverse,12,26,12',True,799.8,100,770,954,827,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L13.jpg,K.9905__obverse,K.9905,NA,obverse,13,26,13',True,855.7,91,827,667,884,57.0,-2.02,1046,1634,794,164,6
samples/ebl/K.9905/lines/K.9905__obverse__L14.jpg,K.9905__obverse,K.9905,NA,obverse,14,26,14',True,914.1,67,884,779,944,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L15.jpg,K.9905__obverse,K.9905,NA,obverse,15,26,15',True,974.0,94,944,945,1004,57.0,-2.02,1046,1634,794,164,9
samples/ebl/K.9905/lines/K.9905__obverse__L16.jpg,K.9905__obverse,K.9905,NA,obverse,16,26,16',True,1035.8,358,1004,741,1061,57.0,-2.02,1046,1634,794,164,2
samples/ebl/K.9905/lines/K.9905__obverse__L17.jpg,K.9905__obverse,K.9905,NA,obverse,17,26,17',True,1086.4,222,1061,930,1114,57.0,-2.02,1046,1634,794,164,5
samples/ebl/K.9905/lines/K.9905__obverse__L18.jpg,K.9905__obverse,K.9905,NA,obverse,18,26,18',True,1142.2,233,1114,925,1171,57.0,-2.02,1046,1634,794,164,5
samples/ebl/K.9905/lines/K.9905__obverse__L19.jpg,K.9905__obverse,K.9905,NA,obverse,19,26,19',True,1201.5,247,1171,907,1230,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L20.jpg,K.9905__obverse,K.9905,NA,obverse,20,26,20',True,1258.5,241,1230,907,1287,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L21.jpg,K.9905__obverse,K.9905,NA,obverse,21,26,21',True,1317.0,174,1287,891,1349,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L22.jpg,K.9905__obverse,K.9905,NA,obverse,22,26,22',True,1382.7,179,1349,742,1415,57.0,-2.02,1046,1634,794,164,4
samples/ebl/K.9905/lines/K.9905__obverse__L23.jpg,K.9905__obverse,K.9905,NA,obverse,23,26,23',True,1448.3,193,1415,794,1479,57.0,-2.02,1046,1634,794,164,6
samples/ebl/K.9905/lines/K.9905__obverse__L24.jpg,K.9905__obverse,K.9905,NA,obverse,24,26,24',True,1509.9,488,1479,620,1538,57.0,-2.02,1046,1634,794,164,1
samples/ebl/K.9905/lines/K.9905__obverse__L25.jpg,K.9905__obverse,K.9905,NA,obverse,25,26,25',True,1568.0,453,1538,586,1596,57.0,-2.02,1046,1634,794,164,1
samples/ebl/K.9905/lines/K.9905__obverse__L26.jpg,K.9905__obverse,K.9905,NA,obverse,26,26,26',True,1625.0,39,1596,1035,1634,57.0,-2.02,1046,1634,794,164,0
samples/ebl/K.9905/lines/K.9905__reverse__L01.jpg,K.9905__reverse,K.9905,NA,reverse,1,15,1',True,657.4,682,625,815,690,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L02.jpg,K.9905__reverse,K.9905,NA,reverse,2,15,2',True,723.7,679,690,812,754,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L03.jpg,K.9905__reverse,K.9905,NA,reverse,3,15,3',True,785.4,683,754,816,813,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L04.jpg,K.9905__reverse,K.9905,NA,reverse,4,15,4',True,858.0,602,813,829,890,61.7,5.18,950,1676,815,2465,2
samples/ebl/K.9905/lines/K.9905__reverse__L05.jpg,K.9905__reverse,K.9905,NA,reverse,5,15,5',True,922.6,579,890,803,953,61.7,5.18,950,1676,815,2465,2
samples/ebl/K.9905/lines/K.9905__reverse__L06.jpg,K.9905__reverse,K.9905,NA,reverse,6,15,6',True,984.4,670,953,803,1014,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L07.jpg,K.9905__reverse,K.9905,NA,reverse,7,15,7',True,1044.1,655,1014,788,1074,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L08.jpg,K.9905__reverse,K.9905,NA,reverse,8,15,8',True,1104.3,664,1074,797,1136,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L09.jpg,K.9905__reverse,K.9905,NA,reverse,9,15,9',True,1169.6,587,1136,804,1200,61.7,5.18,950,1676,815,2465,2
samples/ebl/K.9905/lines/K.9905__reverse__L10.jpg,K.9905__reverse,K.9905,NA,reverse,10,15,10',True,1231.5,671,1200,804,1263,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L11.jpg,K.9905__reverse,K.9905,NA,reverse,11,15,11',True,1296.3,673,1263,806,1324,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L12.jpg,K.9905__reverse,K.9905,NA,reverse,12,15,12',True,1351.7,675,1324,808,1380,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L13.jpg,K.9905__reverse,K.9905,NA,reverse,13,15,13',True,1409.2,681,1380,814,1439,61.7,5.18,950,1676,815,2465,1
samples/ebl/K.9905/lines/K.9905__reverse__L14.jpg,K.9905__reverse,K.9905,NA,reverse,14,15,14',True,1468.8,693,1439,826,1495,61.7,5.18,950,1676,815,2465,2
samples/ebl/K.9905/lines/K.9905__reverse__L15.jpg,K.9905__reverse,K.9905,NA,reverse,15,15,15',True,1522.0,710,1495,843,1553,61.7,5.18,950,1676,815,2465,1
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L01.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,1,18,1,True,394.3,605,227,2503,495,222.1,-2.98,2632,4882,1789,1381,6
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L02.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,2,18,2,True,596.9,272,495,2522,703,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L03.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,3,18,3,True,810.8,203,703,2292,923,222.1,-2.98,2632,4882,1789,1381,6
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L04.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,4,18,4,True,1036.1,127,923,2632,1150,222.1,-2.98,2632,4882,1789,1381,9
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L05.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,5,18,5,True,1265.6,86,1150,2491,1373,222.1,-2.98,2632,4882,1789,1381,6
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L06.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,6,18,6,True,1481.7,107,1373,2501,1576,222.1,-2.98,2632,4882,1789,1381,8
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L07.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,7,18,7,True,1670.3,431,1576,2608,1769,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L08.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,8,18,8,True,1867.9,509,1769,2603,2006,222.1,-2.98,2632,4882,1789,1381,7
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L09.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,9,18,9,True,2145.6,60,2006,2588,2227,222.1,-2.98,2632,4882,1789,1381,10
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L10.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,10,18,10,True,2310.2,8,2227,1719,2404,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L11.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,11,18,11,True,2498.6,589,2404,2445,2628,222.1,-2.98,2632,4882,1789,1381,6
